STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
3  0.4  1.00  0.3333333333333333  1.000  0.720  1.000  ['CT', 'ART']
3  0.4  1.00  0.6666666666666666  1.000  0.993  1.000  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0005208333333333333  0.050  0.070  0.070  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0010416666666666667  0.150  0.100  0.090  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0015625  0.200  0.100  0.170  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0020833333333333333  0.260  0.140  0.240  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0026041666666666665  0.240  0.260  0.200  ['CT', 'RT', 'ART']
3  0.6  0.00  0.003125  0.280  0.340  0.360  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0036458333333333334  0.420  0.220  0.360  ['CT', 'RT', 'ART']
3  0.6  0.00  0.004166666666666667  0.400  0.320  0.340  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0046875  0.440  0.440  0.480  ['CT', 'RT', 'ART']
3  0.6  0.00  0.005208333333333333  0.533  0.387  0.513  ['CT', 'RT', 'ART']
3  0.6  0.00  0.00625  0.560  0.480  0.660  ['CT', 'RT', 'ART']
3  0.6  0.00  0.0067708333333333336  0.420  0.520  0.700  ['RT', 'ART']
3  0.6  0.00  0.009375  0.660  0.600  0.820  ['CT', 'ART']
3  0.6  0.25  0.0026041666666666665  0.520  0.220  0.310  ['CT']
3  0.6  0.25  0.005208333333333333  0.700  0.360  0.550  ['CT', 'ART']
3  0.6  0.25  0.0078125  0.890  0.580  0.630  ['CT']
3  0.6  0.25  0.010416666666666666  0.940  0.720  0.720  ['CT']
3  0.6  0.25  0.013020833333333334  0.800  0.760  0.840  ['CT', 'RT', 'ART']
3  0.6  0.25  0.015625  0.820  0.680  0.880  ['CT', 'ART']
3  0.6  0.25  0.018229166666666668  1.000  0.820  0.900  ['CT', 'ART']
3  0.6  0.25  0.020833333333333332  0.980  0.900  0.900  ['CT', 'RT', 'ART']
3  0.6  0.25  0.0234375  0.940  0.960  0.980  ['CT', 'RT', 'ART']
3  0.6  0.25  0.026041666666666668  1.000  0.960  0.987  ['CT', 'ART']
3  0.6  0.25  0.03125  1.000  1.000  0.980  ['CT', 'RT', 'ART']
3  0.6  0.25  0.033854166666666664  1.000  0.920  1.000  ['CT', 'ART']
