STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
2  0.8  0.50  0.0005112346420940171  0.000  0.010  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0006134815705128205  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0006816461894586895  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0010224692841880342  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  0.8  0.75  0.001850328947368421  0.060  0.000  0.040  ['CT', 'RT', 'ART']
2  0.8  0.75  0.003837719298245614  0.040  0.000  0.080  ['CT', 'RT', 'ART']
2  0.8  0.75  0.00390625  0.020  0.060  0.080  ['CT', 'RT', 'ART']
2  0.8  0.75  0.007675438596491228  0.160  0.160  0.100  ['CT', 'RT', 'ART']
2  0.8  0.75  0.008634868421052632  0.100  0.200  0.200  ['CT', 'RT', 'ART']
2  0.8  0.75  0.013157894736842105  0.180  0.180  0.260  ['CT', 'RT', 'ART']
2  0.8  0.75  0.018421052631578946  0.420  0.100  0.160  ['CT']
2  0.8  0.75  0.019736842105263157  0.260  0.240  0.220  ['CT', 'RT', 'ART']
2  0.8  0.75  0.020285087719298246  0.280  0.220  0.220  ['CT', 'RT', 'ART']
2  0.8  0.75  0.023026315789473683  0.350  0.250  0.333  ['CT', 'RT', 'ART']
2  0.8  0.75  0.02763157894736842  0.400  0.300  0.280  ['CT', 'RT', 'ART']
2  0.8  0.75  0.03070175438596491  0.380  0.360  0.440  ['CT', 'RT', 'ART']
2  0.8  0.75  0.046052631578947366  0.640  0.420  0.560  ['CT', 'RT', 'ART']
2  0.8  1.00  0.04017857142857143  0.640  0.400  0.480  ['CT', 'ART']
2  0.8  1.00  0.08333333333333333  0.360  0.560  0.700  ['RT', 'ART']
2  0.8  1.00  0.08482142857142858  0.980  0.920  0.900  ['CT', 'RT', 'ART']
2  0.8  1.00  0.16666666666666666  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.1875  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.2857142857142857  1.000  0.860  0.960  ['CT', 'ART']
2  0.8  1.00  0.4  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.42857142857142855  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.44047619047619047  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.5  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.6  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  0.6666666666666666  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  0.8  1.00  1.0  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  0.00  7.025955013097163e-11  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  5.345236362905292e-10  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.0803089961541075e-09  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.156366008404826e-09  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  4.734549012607239e-09  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  5.150923769545873e-09  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  6.388789029060371e-09  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  1.2625464033619305e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  1.6884656719659552e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  1.8326524672818145e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  1.8938196050428957e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  2.3936267577392978e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  2.4893529347244647e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  2.525092806723861e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.030111368068633e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.2757268616373514e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.346508539031623e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.7454834800072084e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  3.7876392100857914e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  4.295397303469284e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  5.0197628085474344e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  5.050185613447722e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  5.882751442226608e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.00  7.575278420171583e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.9249455363024026e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.464468368794769e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  8.439318272784086e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  8.647696501741718e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.2971544752612578e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.4112313129728483e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.7503771232441068e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  3.459078600696687e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  4.625996682859425e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  5.021034407296351e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  5.188617901045031e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  6.557971313928387e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  6.82023840324421e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  6.918157201393374e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  8.30178864167205e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  8.974717015267483e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  9.168642074135797e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.0261739069911918e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.0377235802090062e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.1768372912359024e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.3752963111203695e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.3836314402786748e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  1.611734790328358e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  2.0754471604180124e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  3.651260703260435e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  2.7778218683628407e-05  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.00016007804164119198  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0001640305858792461  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.00024604587881886915  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.00026768411568497  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0003320137159965463  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0006561223435169844  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0008774648208480153  0.020  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.000952396069152974  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0009841835152754766  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0012439241786368267  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.001293671327266123  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0013122446870339687  0.020  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0015746936244407626  0.020  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.001702335517693371  0.020  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.001739119464743814  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0019464594663313906  0.020  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.001968367030550953  0.012  0.012  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.002232239652803388  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.002608679197115721  0.020  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0026244893740679375  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0030571586535937906  0.020  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.50  0.003936734061101906  0.020  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.75  0.00010718183630211575  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  1.0  0.75  0.0008154225977494296  0.020  0.000  0.040  ['CT', 'RT', 'ART']
2  1.0  0.75  0.0046990505058783  0.040  0.080  0.040  ['CT', 'RT', 'ART']
2  1.0  0.75  0.004815076444295048  0.040  0.020  0.060  ['CT', 'RT', 'ART']
2  1.0  0.75  0.007222614666442573  0.080  0.080  0.040  ['CT', 'RT', 'ART']
2  1.0  0.75  0.007857799647777334  0.140  0.040  0.080  ['CT', 'RT', 'ART']
2  1.0  0.75  0.009746178827006844  0.040  0.120  0.080  ['CT', 'RT', 'ART']
2  1.0  0.75  0.019260305777180194  0.100  0.140  0.140  ['CT', 'RT', 'ART']
2  1.0  0.75  0.02575775832851809  0.240  0.160  0.120  ['CT', 'RT', 'ART']
2  1.0  0.75  0.02795734620855187  0.280  0.180  0.180  ['CT', 'RT', 'ART']
2  1.0  0.75  0.02889045866577029  0.260  0.220  0.220  ['CT', 'RT', 'ART']
2  1.0  0.75  0.03651508027565413  0.280  0.240  0.220  ['CT', 'RT', 'ART']
2  1.0  0.75  0.037975395266616294  0.380  0.240  0.260  ['CT', 'RT', 'ART']
2  1.0  0.75  0.03852061155436039  0.380  0.380  0.480  ['CT', 'RT', 'ART']
2  1.0  0.75  0.046224733865232466  0.400  0.180  0.440  ['CT', 'ART']
2  1.0  0.75  0.04997162942261534  0.220  0.340  0.280  ['CT', 'RT', 'ART']
2  1.0  0.75  0.05105141290336919  0.260  0.240  0.280  ['CT', 'RT', 'ART']
